0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;5
1;73.4848183393;72.7546352148;73.5537800789;73.4036868811;73.0791610479;73.5213274956;73.4199131727;73.5172709227;73.2130279541;73.4320828915;72.7221826315;73.8255704641;73.5537800789;73.1643490791;72.5680328608;72.9939730167;72.7181260586;73.8417967558;73.3834040165;73.6065155268;73.6186852455;73.5375537872;73.1643490791;73.1968016624;72.6369946003;73.8945322037;71.8662457466;73.3631211519;73.6389681101;73.5740629435;73.5537800789;72.5680328608;73.8945322037;72.2435070276;73.0426518917;73.4685920477;72.6329380274;73.4199131727;72.7708615065;73.4685920477;73.5375537872;73.5213274956;73.5537800789;72.5639762878;72.9777467251;72.6329380274;73.5740629435;73.452365756;73.0791610479;73.9432110786;;556
2;73.5456669331;73.2718482614;73.5618932247;73.5172709227;73.2982159853;72.653220892;73.1359530687;73.7079298496;73.5274123549;73.0609064698;73.3834040165;73.3266119957;72.720154345;73.0446801782;73.3996303082;72.6248248816;73.3834040165;72.6856734753;73.0872741938;73.0872741938;73.4949597716;73.2718482614;73.4341111779;73.0264256001;73.6308549643;73.1359530687;72.9006718397;73.1704339385;73.0264256001;73.5781195164;73.0852459073;71.7506334186;72.7708615065;73.4442526102;73.3651494384;73.5862326622;73.4868466258;73.4604789019;73.3002442718;73.0771327615;73.265763402;72.7952009439;73.0000578761;73.5862326622;72.7100129128;72.8722758293;73.5192992091;72.9087849855;73.2819896936;73.4767051935;;1071
3;73.4361394644;73.1440662146;73.4361394644;73.1765187979;73.4685920477;73.4320828915;73.4888749123;73.5537800789;73.4685920477;73.5700063705;73.5740629435;73.0264256001;73.1643490791;73.5537800789;73.5213274956;73.4361394644;73.501044631;72.6167117357;73.4320828915;73.5213274956;73.2454805374;73.501044631;72.5680328608;73.3347251415;73.5537800789;73.4685920477;73.4199131727;73.3996303082;73.0953873396;73.6065155268;73.4848183393;73.4848183393;73.1765187979;73.5375537872;73.0588781834;73.5537800789;73.4685920477;73.2333108187;73.3996303082;73.0629347563;73.1278399229;73.1116136312;73.5902892351;73.5375537872;72.7181260586;73.3834040165;73.0953873396;73.0101993084;73.0913307667;73.5537800789;;1582
4;73.4767051935;73.4280263186;73.5618932247;73.3428382874;73.5618932247;73.5294406414;73.501044631;73.0345387459;72.9392092824;73.3326968551;73.3489231467;73.0426518917;73.5355255008;73.359064579;72.8641626835;72.9148698449;73.3245837092;73.47873348;73.0183124542;73.3063291311;73.2819896936;73.4280263186;73.3489231467;73.2982159853;73.2130279541;73.2738765478;73.7160429955;72.8479363918;73.5781195164;72.9574638605;73.1095853448;72.9676052928;73.1035004854;73.146094501;73.3671777248;73.265763402;72.7789746523;73.2130279541;73.3570362926;73.0345387459;73.3976020217;73.3225554228;72.9229829907;73.3509514332;73.4503374696;73.101472199;73.6308549643;72.9412375689;73.4178848863;73.5213274956;;2091
5;73.0953873396;73.0061427355;72.6856734753;73.6227418184;72.7018997669;73.0953873396;73.1643490791;73.1278399229;73.2292542458;73.4199131727;73.0426518917;73.1765187979;73.1927450895;73.0061427355;73.0426518917;73.1602925062;73.2333108187;73.1643490791;73.4685920477;73.0791610479;73.0791610479;73.1765187979;73.4320828915;72.6856734753;73.5172709227;73.2292542458;72.7018997669;73.4483091831;73.4320828915;73.1278399229;73.4361394644;73.1116136312;73.4158565998;73.1805753708;73.0101993084;73.4320828915;73.1116136312;73.4320828915;73.1481227875;73.075104475;73.5172709227;73.0101993084;73.452365756;73.5700063705;73.4848183393;73.452365756;73.4848183393;73.5213274956;73.0264256001;73.4361394644;;2593
6;73.4604789019;73.5294406414;73.4361394644;73.2982159853;73.2454805374;73.452365756;73.4442526102;73.5801478028;73.0426518917;73.4746769071;73.4767051935;73.3083574176;72.7972292304;73.2819896936;73.4239697456;73.3509514332;73.5456669331;73.7160429955;73.1359530687;73.501044631;73.5700063705;73.1379813552;73.5111860633;73.1116136312;73.3063291311;73.5274123549;73.1359530687;73.3387817144;72.6958149076;72.9412375689;73.4767051935;72.8722758293;73.5091577768;73.5781195164;73.452365756;73.5456669331;72.9899164438;73.2961876988;73.4280263186;73.5476952195;73.691703558;73.5192992091;72.7120411992;73.5537800789;72.653220892;73.6714206934;73.4949597716;72.720154345;73.4503374696;73.5192992091;;3103
7;73.1968016624;73.1765187979;73.5051012039;73.452365756;73.5213274956;73.5172709227;73.5051012039;73.1440662146;73.5862326622;73.1643490791;72.839823246;73.501044631;73.1643490791;72.7505786419;73.1927450895;73.5862326622;73.4848183393;73.0791610479;73.1968016624;73.1481227875;73.2130279541;73.0913307667;73.4685920477;73.075104475;73.1116136312;73.0588781834;73.1602925062;73.5051012039;72.9777467251;72.7870877981;73.0953873396;73.1805753708;72.7384089231;72.7181260586;73.0629347563;73.075104475;73.1116136312;73.0101993084;72.7059563398;73.1278399229;73.2333108187;73.0953873396;72.8560495377;73.1278399229;72.7708615065;73.0629347563;72.9939730167;73.1278399229;73.0953873396;72.8033140898;;3608
8;73.2982159853;73.0953873396;72.9067566991;73.0264256001;73.052793324;73.6815621257;72.8053423762;73.1359530687;72.6775603294;73.146094501;73.0953873396;73.1217550635;72.7972292304;73.0020861626;72.9148698449;73.1521793604;73.5132143497;72.5234105587;73.3489231467;73.0000578761;73.0426518917;73.5355255008;73.3509514332;73.4868466258;73.4503374696;73.452365756;73.1968016624;73.3509514332;73.2982159853;72.7607200742;73.3935454488;73.3935454488;72.6836451888;73.3326968551;73.4848183393;73.2982159853;72.8499646783;72.7952009439;73.5294406414;73.075104475;73.5537800789;72.7566635013;72.9473224282;73.3225554228;73.3326968551;73.6450529695;72.7282674909;73.1379813552;73.3083574176;73.1704339385;;4110
9;73.5700063705;72.9736901522;73.1968016624;73.5375537872;73.0913307667;72.7870877981;73.1602925062;73.6024589539;73.6389681101;72.7221826315;73.4685920477;73.4685920477;72.8073706627;73.2495371103;73.0264256001;73.0791610479;73.5213274956;73.5862326622;73.5051012039;73.5213274956;73.5051012039;73.6389681101;73.5375537872;73.6186852455;73.5213274956;73.3996303082;73.0264256001;73.0791610479;73.4848183393;72.6004854441;73.5213274956;73.1805753708;72.791144371;72.9250112772;73.5172709227;73.5375537872;73.5537800789;73.5537800789;73.5375537872;73.3834040165;73.5375537872;72.7018997669;72.6369946003;73.0791610479;72.7018997669;73.1805753708;73.1927450895;73.1805753708;73.6389681101;73.1278399229;;4629
10;73.3164705634;73.4848183393;72.7952009439;72.959492147;72.9513790011;73.1095853448;73.0020861626;72.8479363918;73.572034657;73.4949597716;73.4442526102;72.8317101002;73.1542076468;73.2231693864;73.3915171623;73.0669913292;73.4848183393;72.9087849855;73.1805753708;73.5781195164;72.9574638605;73.1359530687;73.1704339385;73.146094501;73.1359530687;73.1116136312;73.2982159853;73.1278399229;73.0690196157;73.0872741938;73.1440662146;72.9351527095;73.0852459073;73.1805753708;73.1886885166;73.1542076468;73.1521793604;73.38137573;73.1359530687;73.3245837092;73.4767051935;73.5355255008;73.1035004854;72.8296818137;73.1542076468;73.4341111779;73.452365756;72.9858598709;73.1968016624;72.9067566991;;5141
11;72.9777467251;72.7708615065;72.6694471836;73.0953873396;73.4158565998;73.452365756;73.0588781834;72.8235969543;73.5213274956;73.1440662146;72.6856734753;73.5700063705;73.0101993084;73.0264256001;73.5213274956;73.0101993084;72.6694471836;73.3996303082;72.7870877981;73.452365756;73.4361394644;73.2292542458;73.5172709227;72.7181260586;73.0426518917;73.5051012039;73.1116136312;73.2292542458;73.4199131727;72.653220892;73.4848183393;73.1765187979;73.3996303082;73.0426518917;73.4483091831;72.7546352148;73.1116136312;73.0101993084;73.4361394644;73.5051012039;73.1116136312;73.0588781834;73.0953873396;73.0426518917;73.0101993084;73.0953873396;73.1805753708;73.1805753708;73.1643490791;73.075104475;;5637
12;73.1035004854;73.0872741938;72.9919447303;73.0710479021;73.0933590531;72.7708615065;72.9574638605;73.0953873396;72.7870877981;72.9757184386;73.0101993084;72.8803889751;73.0872741938;72.8905304074;73.0264256001;73.0629347563;72.9838315845;73.3570362926;73.2211410999;73.452365756;73.0345387459;73.501044631;73.4848183393;73.5172709227;72.746522069;73.5091577768;73.5294406414;73.2799614072;72.9939730167;73.0101993084;73.3063291311;73.3489231467;72.7282674909;73.1197267771;73.452365756;73.2373673916;73.0183124542;73.5294406414;73.4442526102;73.1278399229;73.5030729175;73.146094501;73.4503374696;73.0690196157;73.5456669331;72.6694471836;73.0771327615;73.1116136312;73.1805753708;72.653220892;;6147
13;73.075104475;73.0264256001;72.9574638605;72.8033140898;72.9412375689;73.4848183393;73.4685920477;73.4361394644;73.3834040165;73.2130279541;73.0061427355;72.791144371;73.0791610479;73.4848183393;73.452365756;72.7181260586;73.3347251415;73.5375537872;73.4158565998;72.7343523502;73.1116136312;73.4848183393;73.4361394644;72.7708615065;72.7546352148;73.1968016624;73.075104475;72.7708615065;73.0791610479;73.1278399229;73.075104475;73.0264256001;73.3184988499;72.7181260586;73.3996303082;73.501044631;73.0953873396;72.9736901522;73.4848183393;73.0588781834;72.7384089231;73.4685920477;73.3996303082;72.9939730167;73.5172709227;72.7708615065;73.0426518917;73.5537800789;73.1805753708;73.5213274956;;6655
14;73.1542076468;73.3671777248;73.4767051935;73.1562359333;73.4848183393;73.1359530687;73.2150562406;73.1176984906;73.1623207927;73.1116136312;73.1481227875;73.146094501;73.0933590531;73.194773376;73.1359530687;73.1298682094;73.1298682094;73.1805753708;73.1035004854;73.0507650375;73.101472199;72.653220892;73.1197267771;73.0000578761;73.3326968551;73.5274123549;73.1542076468;72.7526069283;73.4868466258;73.1197267771;73.1562359333;73.3834040165;73.3083574176;73.4280263186;73.2982159853;73.4868466258;73.4259980321;73.3996303082;73.5700063705;73.501044631;73.47873348;73.4665637612;73.1886885166;73.1116136312;73.4848183393;73.4158565998;73.2617068291;73.4097717404;73.4442526102;73.2982159853;;7165
15;73.1440662146;73.1968016624;73.4483091831;73.1278399229;73.4685920477;73.0264256001;73.1278399229;73.0953873396;73.2130279541;73.4685920477;73.3306685686;73.2982159853;73.4158565998;73.4848183393;73.0588781834;73.2292542458;73.4685920477;73.1116136312;73.0953873396;73.0426518917;73.0264256001;73.1765187979;72.7708615065;73.0101993084;72.7870877981;73.501044631;73.549723506;73.1440662146;73.1968016624;73.4361394644;73.1643490791;73.1805753708;73.501044631;73.075104475;73.5537800789;73.5334972143;73.4848183393;73.1805753708;73.4685920477;73.1968016624;73.4199131727;73.2130279541;73.5537800789;73.452365756;73.0588781834;73.0913307667;73.4685920477;73.0953873396;73.6389681101;73.1278399229;;7677
16;73.2982159853;73.0183124542;73.1542076468;73.1542076468;73.0872741938;73.5456669331;73.3489231467;73.4259980321;73.1562359333;73.4685920477;73.4969880581;73.501044631;73.4442526102;73.4604789019;73.3752908707;73.0872741938;72.8905304074;72.888502121;72.9412375689;72.8296818137;73.1886885166;72.720154345;73.4422243237;73.4503374696;73.2109996676;73.2637351155;73.3996303082;73.4259980321;73.0264256001;73.146094501;72.9655770063;72.6187400222;72.839823246;73.3834040165;73.0872741938;73.0791610479;73.1968016624;73.0588781834;73.0081710219;73.3996303082;73.4442526102;73.4259980321;73.2049148083;72.9493507147;73.1521793604;72.9250112772;72.9676052928;72.6451077461;72.7708615065;72.9757184386;;8182
17;72.9574638605;72.7546352148;72.9412375689;72.9250112772;72.9574638605;72.9899164438;72.9574638605;72.8925586939;72.9047284126;72.9250112772;72.6856734753;72.9899164438;72.9412375689;73.4158565998;72.9250112772;72.9574638605;73.0426518917;73.0426518917;72.9736901522;72.7546352148;72.888502121;72.888502121;72.9412375689;72.9087849855;72.9736901522;73.0588781834;72.6694471836;73.0101993084;73.0426518917;73.3996303082;73.5375537872;73.3306685686;72.7018997669;73.0264256001;73.3509514332;73.1968016624;73.452365756;73.1116136312;73.452365756;73.4361394644;73.5213274956;72.8357666731;73.1968016624;73.1278399229;73.1278399229;73.0264256001;72.9412375689;73.5537800789;73.4685920477;72.7505786419;;8676
18;72.7972292304;72.7384089231;73.1278399229;73.3083574176;73.3245837092;73.1542076468;73.0852459073;73.1298682094;73.0953873396;73.1278399229;73.1298682094;73.1886885166;73.1785470843;73.1542076468;73.1623207927;73.1359530687;73.2130279541;72.6877017617;73.5334972143;72.7708615065;73.1643490791;72.8722758293;72.8053423762;73.3387817144;73.2921311259;73.4422243237;73.4767051935;73.101472199;72.8317101002;73.5030729175;73.5132143497;73.314442277;73.3671777248;73.5355255008;72.9412375689;73.5375537872;73.0933590531;73.5618932247;72.8114272356;73.1542076468;73.5639215112;73.1886885166;73.0832176208;73.4929314852;73.452365756;73.1562359333;73.2130279541;73.314442277;73.194773376;73.3996303082;;9205
19;73.4685920477;73.1805753708;73.2292542458;73.1440662146;72.7870877981;72.8195403814;72.791144371;72.9250112772;73.2495371103;73.3996303082;72.7870877981;73.1440662146;73.5700063705;72.8357666731;73.0426518917;73.5213274956;73.0791610479;73.1805753708;73.4888749123;73.1278399229;73.1602925062;73.4685920477;72.888502121;73.1440662146;73.452365756;73.0588781834;73.452365756;73.0791610479;72.9412375689;73.2130279541;73.0061427355;73.0629347563;72.9899164438;73.5375537872;73.4361394644;72.7870877981;72.9899164438;72.9736901522;73.0791610479;72.9899164438;73.1440662146;73.1602925062;73.0101993084;73.0791610479;73.1075570583;73.501044631;73.4685920477;73.3671777248;73.452365756;72.7708615065;;9705
