96.77848; 
92.06546; 
93.35857; 
94.99196; 
95.859695; 
93.83497; 
96.86355; 
97.56114; 
96.81251; 
94.957924; 
94.78778; 
96.642365; 
93.817955; 
94.73674; 
96.42117; 
93.27349; 
96.88056; 
93.613785; 
96.693405; 
95.025986; 
94.90688; 
97.20384; 
94.43047; 
95.09405; 
96.71042; 
96.18297; 
94.61764; 
96.9146; 
93.10334; 
97.71427; 
96.47222; 
96.063866; 
94.77077; 
150.52728; 
92.5759; 
95.230156; 
96.5743; 
94.65167; 
94.53256; 
96.5743; 
95.87671; 
94.70271; 
97.08474; 
94.24332; 
95.502396; 
94.99196; 
94.26033; 
96.165955; 
94.07317; 
95.46836; 
92.96723; 
97.067726; 
95.21314; 
94.41346; 
93.47766; 
96.08088; 
93.52871; 
97.373985; 
95.128075; 
95.65552; 
95.043; 
95.31523; 
95.57045; 
96.72744; 
96.86355; 
94.88987; 
94.15824; 
96.3361; 
94.872856; 
95.1621; 
94.00511; 
98.78619; 
95.80865; 
96.43819; 
95.043; 
97.86741; 
96.9146; 
95.72358; 
97.59518; 
94.88987; 
99.82407; 
94.498535; 
97.067726; 
96.98265; 
97.49309; 
95.46836; 
99.92616; 
99.364685; 
96.89758; 
96.02984; 
96.65938; 
93.511696; 
93.817955; 
94.37943; 
98.95634; 
98.939316; 
99.87512; 
97.57816; 
93.23946; 
95.87671; 
94.65167; 
98.411865; 
96.40416; 
96.13193; 
94.53256; 
96.67639; 
95.11105; 
94.88987; 
96.18297; 
97.44205; 
96.063866; 
94.70271; 
95.128075; 
94.09019; 
99.21155; 
98.15665; 
96.540276; 
95.14509; 
94.73674; 
93.42662; 
93.086334; 
95.94477; 
96.18297; 
94.37943; 
95.29822; 
95.11105; 
96.387146; 
95.31523; 
91.8783; 
97.33996; 
98.258736; 
95.82567; 
99.87512; 
96.82953; 
97.61219; 
95.043; 
94.90688; 
94.07317; 
96.5743; 
95.55344; 
97.54413; 
94.855835; 
97.61219; 
91.74219; 
97.78233; 
96.60833; 
93.95407; 
94.70271; 
96.37013; 
96.94862; 
93.54572; 
96.94862; 
96.9146; 
95.26419; 
94.39645; 
97.23787; 
94.37943; 
95.46836; 
93.90302; 
85.548904; 
94.73674; 
94.27734; 
93.817955; 
95.961784; 
98.4459; 
97.54413; 
93.06932; 
94.36242; 
94.5666; 
95.09405; 
95.99581; 
94.88987; 
95.45135; 
95.94477; 
95.46836; 
95.706566; 
96.52326; 
95.84268; 
98.07158; 
97.476074; 
94.43047; 
95.06001; 
94.61764; 
98.27576; 
94.192276; 
96.489235; 
96.540276; 
93.37558; 
94.17526; 
97.52712; 
97.59518; 
99.5008; 
98.76917; 
96.81251; 
98.46291; 
97.391; 
95.79164; 
94.68569; 
95.46836; 
96.540276; 
95.60448; 
94.5666; 
96.94862; 
94.5836; 
95.21314; 
93.0523; 
96.540276; 
94.872856; 
97.20384; 
97.731285; 
97.23787; 
99.14349; 
95.62149; 
97.44205; 
95.45135; 
95.383286; 
94.192276; 
96.86355; 
95.79164; 
95.179115; 
97.79935; 
92.96723; 
93.920044; 
93.869; 
95.31523; 
95.14509; 
93.56274; 
95.638504; 
94.77077; 
95.536415; 
93.35857; 
94.821815; 
95.74059; 
96.77848; 
95.11105; 
96.37013; 
96.9146; 
98.888275; 
95.74059; 
94.1072; 
95.485374; 
94.957924; 
93.817955; 
93.59677; 
95.11105; 
97.42503; 
93.46065; 
96.165955; 
95.31523; 
93.32454; 
95.128075; 
95.51941; 
96.0979; 
94.07317; 
94.88987; 
96.67639; 
97.64622; 
94.804794; 
97.52712; 
92.91619; 
95.2812; 
96.43819; 
94.2263; 
95.45135; 
95.79164; 
97.2719; 
96.19999; 
96.88056; 
93.20543; 
95.536415; 
95.58746; 
95.60448; 
98.78619; 
97.57816; 
97.5101; 
93.69885; 
95.00897; 
96.540276; 
157.43518; 
95.55344; 
94.27734; 
97.169815; 
96.42117; 
94.345406; 
96.13193; 
92.78007; 
94.872856; 
94.07317; 
96.387146; 
97.71427; 
95.58746; 
96.387146; 
93.7499; 
97.6292; 
94.27734; 
95.961784; 
95.65552; 
95.706566; 
95.1621; 
100.13034; 
97.49309; 
95.58746; 
96.86355; 
94.2263; 
94.70271; 
95.87671; 
95.2812; 
97.067726; 
95.383286; 
98.15665; 
99.194534; 
99.670944; 
98.258736; 
95.961784; 
96.319084; 
97.57816; 
100.249435; 
95.46836; 
95.19613; 
97.35697; 
97.067726; 
97.18683; 
95.29822; 
96.165955; 
93.80094; 
95.502396; 
94.66868; 
154.93404; 
96.23401; 
96.3361; 
98.309784; 
94.27734; 
99.79005; 
97.5101; 
107.20836; 
93.137375; 
97.33996; 
98.61604; 
98.479935; 
99.44975; 
109.335175; 
94.27734; 
92.84813; 
96.04686; 
95.025986; 
95.536415; 
92.86514; 
96.18297; 
92.03143; 
93.56274; 
94.51555; 
95.043; 
93.25648; 
97.59518; 
96.65938; 
94.68569; 
95.89372; 
93.17141; 
98.46291; 
94.73674; 
96.04686; 
94.345406; 
94.24332; 
94.14123; 
96.387146; 
219.8954; 
90.636246; 
98.837234; 
95.1621; 
92.5759; 
95.99581; 
92.18456; 
96.71042; 
98.17367; 
98.80321; 
95.09405; 
94.12422; 
93.664825; 
95.29822; 
96.012825; 
96.98265; 
95.383286; 
95.77463; 
94.48152; 
96.99967; 
94.41346; 
93.17141; 
92.96723; 
95.349266; 
93.715866; 
97.03369; 
95.51941; 
98.49694; 
94.54958; 
97.20384; 
94.53256; 
95.36627; 
96.82953; 
93.035286; 
95.26419; 
97.20384; 
96.74445; 
95.31523; 
95.9788; 
98.990364; 
95.77463; 
96.25103; 
94.27734; 
97.03369; 
96.13193; 
97.79935; 
95.502396; 
98.12263; 
97.08474; 
96.08088; 
94.73674; 
95.60448; 
92.64396; 
95.82567; 
94.192276; 
119.697014; 
93.290504; 
96.35312; 
94.09019; 
96.89758; 
96.37013; 
98.479935; 
98.530975; 
97.1528; 
96.86355; 
97.79935; 
98.76917; 
95.84268; 
94.1072; 
97.78233; 
96.89758; 
96.30208; 
96.28506; 
93.78393; 
94.09019; 
95.06001; 
98.82022; 
94.68569; 
96.59132; 
94.03915; 
95.14509; 
97.220856; 
96.9316; 
95.82567; 
94.63465; 
96.71042; 
96.28506; 
95.31523; 
93.88601; 
95.41732; 
95.40031; 
97.373985; 
95.46836; 
95.961784; 
96.489235; 
94.14123; 
94.77077; 
98.22472; 
97.66323; 
96.50624; 
94.39645; 
95.57045; 
95.00897; 
94.88987; 
151.08876; 
97.833374; 
99.34767; 
91.23175; 
93.95407; 
96.13193; 
96.063866; 
95.06001; 
96.387146; 
97.03369; 
94.17526; 
97.79935; 
96.26804; 
94.70271; 
95.043; 
94.345406; 
99.8581; 
96.9146; 
95.025986; 
97.86741; 
94.03915; 
96.96564; 
97.850395; 
93.971085; 
94.17526; 
95.2812; 
94.51555; 
95.26419; 
97.220856; 
96.14894; 
97.476074; 
95.43433; 
94.855835; 
96.012825; 
98.85425; 
96.540276; 
99.33066; 
95.40031; 
94.9239; 
96.43819; 
93.80094; 
93.88601; 
95.80865; 
96.540276; 
96.40416; 
93.443634; 
96.89758; 
95.45135; 
95.43433; 
96.35312; 
93.137375; 
95.06001; 
97.6292; 
97.169815; 
98.939316; 
97.81636; 
98.46291; 
98.309784; 
97.08474; 
98.3268; 
95.46836; 
96.08088; 
94.63465; 
94.2263; 
96.693405; 
96.540276; 
94.70271; 
96.0979; 
97.25489; 
95.383286; 
95.45135; 
97.61219; 
97.56114; 
97.71427; 
95.910736; 
94.37943; 
143.53433; 
98.42889; 
94.31138; 
96.71042; 
95.332245; 
97.373985; 
98.207695; 
98.565; 
93.817955; 
98.4459; 
95.45135; 
95.58746; 
96.387146; 
96.76146; 
96.5743; 
94.974945; 
94.9239; 
95.06001; 
96.86355; 
97.05071; 
94.41346; 
94.48152; 
127.421585; 
95.62149; 
94.345406; 
96.74445; 
93.93706; 
95.77463; 
96.42117; 
96.30208; 
97.56114; 
96.40416; 
95.84268; 
94.600624; 
94.14123; 
96.795494; 
94.31138; 
94.872856; 
95.36627; 
93.290504; 
94.75375; 
96.47222; 
94.17526; 
95.45135; 
94.65167; 
93.68184; 
94.71973; 
92.43978; 
95.92776; 
93.511696; 
97.44205; 
94.02213; 
94.192276; 
95.910736; 
94.1072; 
94.00511; 
95.230156; 
94.9239; 
97.33996; 
98.65008; 
95.31523; 
98.054565; 
95.31523; 
95.41732; 
94.07317; 
96.693405; 
94.855835; 
96.62535; 
94.192276; 
94.41346; 
95.00897; 
96.19999; 
99.517815; 
96.02984; 
93.9881; 
94.78778; 
95.36627; 
97.78233; 
96.47222; 
95.2812; 
93.664825; 
95.09405; 
97.1528; 
96.012825; 
96.72744; 
94.9239; 
94.600624; 
96.04686; 
96.13193; 
95.1621; 
96.387146; 
96.08088; 
93.46065; 
97.66323; 
93.57975; 
94.39645; 
94.46451; 
95.87671; 
95.58746; 
94.37943; 
93.54572; 
94.294365; 
95.349266; 
97.42503; 
94.2263; 
95.94477; 
94.1072; 
94.88987; 
96.08088; 
94.9239; 
104.8944; 
95.383286; 
95.1621; 
96.795494; 
95.87671; 
93.68184; 
95.72358; 
99.31364; 
94.294365; 
97.93546; 
95.60448; 
99.82407; 
96.42117; 
94.855835; 
96.19999; 
94.31138; 
96.19999; 
96.72744; 
95.21314; 
94.68569; 
94.75375; 
96.37013; 
95.383286; 
97.391; 
97.391; 
98.03755; 
99.14349; 
95.536415; 
95.58746; 
96.28506; 
94.17526; 
94.71973; 
93.511696; 
94.63465; 
95.60448; 
96.81251; 
93.7499; 
94.41346; 
93.15439; 
97.49309; 
95.99581; 
97.833374; 
94.5666; 
96.28506; 
95.128075; 
95.1621; 
94.26033; 
96.89758; 
95.21314; 
96.76146; 
94.24332; 
95.29822; 
93.85198; 
94.77077; 
96.063866; 
95.87671; 
97.30592; 
95.84268; 
95.45135; 
95.859695; 
101.9679; 
94.294365; 
96.9146; 
96.72744; 
95.11105; 
95.99581; 
96.88056; 
94.43047; 
94.53256; 
96.4552; 
95.31523; 
95.40031; 
93.69885; 
93.54572; 
95.14509; 
98.207695; 
95.41732; 
92.8141; 
94.37943; 
94.94091; 
94.77077; 
96.3361; 
98.08859; 
96.67639; 
99.415726; 
95.859695; 
95.99581; 
95.21314; 
94.70271; 
93.971085; 
95.502396; 
96.9316; 
94.957924; 
95.60448; 
97.169815; 
94.294365; 
96.0979; 
95.67254; 
96.50624; 
97.322945; 
95.14509; 
93.920044; 
94.447495; 
94.48152; 
93.52871; 
97.01668; 
95.910736; 
97.88442; 
138.48102; 
94.872856; 
528.8617; 
141.49258; 
95.55344; 
97.20384; 
98.59903; 
95.65552; 
98.02054; 
93.64781; 
96.43819; 
93.42662; 
93.32454; 
95.502396; 
94.48152; 
93.93706; 
95.043; 
95.638504; 
93.39259; 
94.5836; 
95.09405; 
97.220856; 
96.99967; 
96.50624; 
94.855835; 
94.54958; 
95.74059; 
95.349266; 
94.974945; 
95.67254; 
96.23401; 
93.69885; 
98.87126; 
94.9239; 
98.3268; 
93.10334; 
97.731285; 
93.54572; 
98.78619; 
95.41732; 
94.2263; 
97.10175; 
97.373985; 
94.94091; 
95.94477; 
96.42117; 
93.73288; 
96.489235; 
95.40031; 
95.92776; 
93.10334; 
93.12036; 
94.07317; 
94.65167; 
97.067726; 
97.86741; 
98.08859; 
99.10946; 
97.731285; 
98.78619; 
96.114914; 
96.04686; 
94.804794; 
95.383286; 
96.0979; 
95.57045; 
94.68569; 
96.40416; 
95.077034; 
95.09405; 
93.17141; 
93.37558; 
95.025986; 
93.443634; 
96.71042; 
95.43433; 
93.613785; 
93.766914; 
94.07317; 
92.89918; 
93.290504; 
100.01123; 
96.14894; 
95.043; 
95.55344; 
96.77848; 
94.9239; 
94.20929; 
93.39259; 
96.26804; 
95.65552; 
97.11877; 
96.217; 
93.59677; 
97.169815; 
157.50322; 
93.80094; 
95.87671; 
95.043; 
93.664825; 
93.54572; 
94.31138; 
95.179115; 
96.063866; 
95.68955; 
96.86355; 
100.69181; 
99.99422; 
99.22857; 
93.869; 
92.59291; 
98.360825; 
96.98265; 
93.01827; 
94.43047; 
95.24718; 
93.32454; 
94.66868; 
95.349266; 
93.920044; 
93.0523; 
94.77077; 
96.387146; 
96.18297; 
95.383286; 
94.37943; 
93.68184; 
93.90302; 
95.230156; 
96.5743; 
93.80094; 
95.24718; 
94.27734; 
93.766914; 
93.188416; 
99.07544; 
93.73288; 
94.71973; 
98.03755; 
93.78393; 
93.0523; 
95.859695; 
94.70271; 
95.74059; 
96.86355; 
96.3361; 
136.49033; 
95.74059; 
96.42117; 
96.55729; 
94.9239; 
96.13193; 
97.5101; 
95.55344; 
91.74219; 
94.192276; 
96.67639; 
94.77077; 
95.41732; 
96.3361; 
94.27734; 
95.2812; 
93.69885; 
96.18297; 
95.06001; 
94.15824; 
94.05616; 
94.5666; 
95.57045; 
96.50624; 
94.90688; 
95.025986; 
93.93706; 
93.715866; 
95.55344; 
95.485374; 
95.536415; 
95.24718; 
96.08088; 
94.05616; 
99.53483; 
95.77463; 
94.71973; 
95.68955; 
96.063866; 
94.17526; 
93.20543; 
95.859695; 
94.804794; 
95.1621; 
92.33769; 
95.21314; 
96.0979; 
95.025986; 
94.20929; 
93.64781; 
92.84813; 
94.821815; 
96.50624; 
94.15824; 
94.99196; 
94.68569; 
93.443634; 
95.72358; 
95.349266; 
93.42662; 
93.69885; 
95.94477; 
93.817955; 
97.52712; 
92.2186; 
95.29822; 
94.447495; 
95.84268; 
96.795494; 
93.80094; 
93.59677; 
93.22245; 
93.64781; 
94.90688; 
92.2356; 
97.81636; 
97.1528; 
95.706566; 
96.82953; 
93.78393; 
94.5836; 
95.45135; 
93.290504; 
96.387146; 
95.230156; 
94.5666; 
92.74604; 
93.23946; 
94.192276; 
96.012825; 
94.73674; 
